6.187737906820759415e-01,-3.185687739502415100e-02,3.217017360635568979e-01,2.298841456756723911e-01,4.926800717836481991e-01,-5.278007189637241581e-01
-6.466878929757705619e-01,-5.031867854799671608e-02,-2.581679130458999771e-01,6.498462437727305918e-01,-1.516933904832435953e-01,-4.061577014400539198e-01
-6.309106901760908048e-01,-2.156496306115305295e-01,-2.069657205852525050e-01,-2.366288335598934756e-01,-1.003645467585494305e-01,7.012929264813764219e-01
-6.894089746609105562e-01,9.826793042871052875e-02,4.946262391931843805e-02,-8.702186800501414410e-02,-2.899609536853414715e-01,2.237722869821148486e-01
-5.461915901501855908e-01,3.276572601518049077e-01,-2.858379582521499707e-01,3.471793715201553776e-01,-9.891663337452580862e-01,-6.199811406537657499e-01
-4.976091338516686613e-01,-4.045191873152308437e-01,-2.759297893666993184e-01,7.823562395050363827e-02,2.036454268343178553e-01,4.558664320750276111e-02
4.487523377720986084e-01,-4.769893607735294916e-01,2.418478048518734880e-01,-2.736608272164005595e-01,5.832948855768088636e-01,6.977881070296607091e-02
7.883139940328318107e-02,9.798983354512821875e-02,6.867106192921818009e-01,-6.677977824174897992e-02,-1.320743809401035140e-01,2.075383815817674893e-01
-1.183145036240846187e-01,6.821198150242426816e-01,9.001170947278637480e-02,3.889092162001397401e-01,7.143191970023040314e-03,-3.153381431366002463e-01
5.904475658176059488e-02,-4.046385725448685133e-01,5.658349706299403703e-01,-6.294446189856988116e-01,-3.729745442024937508e-03,7.857440451589471353e-01
7.928935707110511440e-04,4.474122777729061529e-01,5.359193005262817833e-01,-3.366297189888307062e-01,-3.894830462943330018e-01,-9.673220876343149865e-02
4.091573185526562462e-01,-6.427487020098405536e-03,-5.656296029595164754e-01,-8.739539128450081185e-01,7.032399584869684916e-02,2.496254630237357969e-02
2.375857055527345885e-01,-6.216192943946657889e-01,2.110221718493596466e-01,-5.659979288053257340e-01,-1.271927742120357481e-02,-4.255311754018225034e-01
3.439061699968897629e-02,4.711922704417459973e-01,-5.139873552890839026e-01,4.293514140262139761e-02,-4.757413158104774609e-01,-8.711914955904036251e-02
4.531905366148617498e-01,-1.548321569010192578e-01,5.079696963115473141e-01,-5.613237799162817954e-02,6.774447658073114165e-02,-2.939391643036312063e-01
5.858407080411000001e-01,-1.370649410976033655e-01,-3.541069589580905785e-01,7.674598447069446161e-01,9.843296386144981813e-01,6.971941623865538507e-01
-5.962628981729622968e-01,3.011716837464296082e-01,-2.028645972821621901e-01,-5.728105889330158407e-01,-7.266152520303306717e-02,-6.912101505300677351e-01
-6.766599445251852973e-01,-1.625508617908382469e-01,5.564538134439214051e-02,-4.802658179332497945e-01,1.582605309158639506e-01,8.461872364020738280e-01
-4.254498030938878017e-01,-5.216376409780750789e-01,-1.851337576481790481e-01,-7.603772308667940960e-01,-2.697465069053185394e-01,-7.755670117447829304e-01
4.304502509117777431e-01,5.299428699449286739e-01,1.458115487307289349e-01,1.186884814961833012e-01,1.334165268489256595e-01,3.672625488633068924e-01
-3.612213354590064207e-01,-1.582375490612606961e-01,5.760797657746979938e-01,-5.648822892285046970e-01,5.541365611453228368e-01,-7.440022603445319849e-01
5.619048816823676296e-01,3.875515726369351266e-01,-1.464737319347620415e-01,2.045578723385293174e-01,-5.046781899925195658e-01,8.869845723199748511e-01
4.232549294606099410e-01,3.706472292667123969e-01,-4.133567076786549555e-01,2.764139947901385064e-01,6.368070017435946417e-02,-5.710257387485583314e-01
-2.903248749353558589e-01,-6.318499825965767647e-01,6.216862669553938070e-02,-8.185152763144162846e-02,2.989456834248697126e-01,-4.841172659011117596e-01
2.500923635705520898e-01,-1.387475290998647359e-01,6.368601137699789749e-01,-9.339239344635491546e-01,2.283483891944351196e-01,-1.370438636656282072e-01
5.025266548149788237e-01,3.372987033387753186e-01,3.479718632090553765e-01,8.845158280010115837e-01,1.215178720302247384e-01,1.028533494535062570e-01
-5.169109259835392295e-02,-5.976769980828517959e-01,3.570687728819098572e-01,5.994646697908347782e-02,2.924126579005426607e-01,-1.270190660853866282e-01
1.232680794139836833e-01,-2.390267850298397889e-01,-6.442507650710399547e-01,3.416100385243499987e-02,1.244795498437576697e-01,1.424457528595292899e-01
-6.058980946814609969e-02,6.573133086812599224e-01,-2.272794774673731755e-01,-9.172913131345332705e-01,4.602999827390054643e-01,4.440395470405237438e-02
-1.738040802207945212e-01,3.859322389187977986e-01,5.551903460259924872e-01,1.727009063379723874e-02,2.427821634819191804e-02,-5.237145865177438298e-01
5.448593663851638569e-01,3.358481204488365512e-01,-2.787869841152474937e-01,2.129865003517090738e-01,-6.743385397645736967e-01,-2.444775154668334949e-01
-1.705519498711066118e-01,-6.725985722631511177e-01,7.688344843637069659e-02,-4.753976593740683043e-01,2.189176353327127456e-01,3.789519031868909815e-01
-2.032429385864198065e-02,-3.457129952901243919e-01,-6.061825794473243434e-01,6.301813824370382511e-01,1.636667992674152305e-01,1.224423413310331277e-01
3.631063303915141316e-01,-1.718715973766471172e-01,5.709656894276066152e-01,7.087866782245456632e-01,-9.389782355948425030e-01,3.221595730087860043e-01
3.817452854754231906e-01,-2.494669135656675252e-01,-5.286063447519724345e-01,1.043555416844972772e+00,2.124940284551160574e-01,-1.644328599444497621e-02
-3.885786235750854356e-01,-4.782146904168466106e-01,3.281847571547852338e-01,1.844584052871803548e-01,5.400429980474567015e-01,1.881997890613524085e-02
-3.758879273256792719e-01,-2.849279815170014385e-01,5.146962046665836121e-01,-2.232373874565149185e-01,-4.518149562414486287e-01,-5.696388013158977248e-01
-7.163246878732340561e-02,-4.386799149394830961e-03,-6.944331624190982488e-01,-2.307267228981189355e-01,-2.934737626160949797e-01,-6.758083965929270187e-01
-1.218894031569086739e-01,-6.712511054675757149e-01,-1.481647679623728231e-01,4.086285230314156136e-01,-7.214220146720076166e-01,1.285731200310315847e+00
